		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 94.671875	M = 48480	N = 8	m = 9	n = 387840
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
000000011   96   86   94   96  111  111  108  101  9.067595 0.336626 SUCCESS   1
000000101   86   90  112   89   79   90   87  101  8.693115 0.368842 SUCCESS   2
000000111   96  106  101  103  110  117  104   95 11.580401 0.170930 SUCCESS   3
000001001  103  112   80   96   88  112  121   98 17.867707 0.022240 SUCCESS   4
000001011   83   82   97  105  108   87   80   98  9.522638 0.300140 SUCCESS   5
000001101   91   92  113   98  105  109  108  101  9.801535 0.279233 SUCCESS   6
000001111  101   93   91  102  103  126   98   97 12.860870 0.116727 SUCCESS   7
000010001  110  102   99   96   91   98   82   87  6.042396 0.642483 SUCCESS   8
000010011   98  106   85   98   99  105   99  100  4.550279 0.804382 SUCCESS   9
000010101   82  105   93   93   97   98   93   92  3.269127 0.916351 SUCCESS  10
000010111   77   86  101   96  107   80  104   89 10.003283 0.264796 SUCCESS  11
000011001  104  104   91   85   99   94  104   80  6.581757 0.582354 SUCCESS  12
000011011   95   83  119  100   95  113  103   95 12.694283 0.122810 SUCCESS  13
000011101   87   85  102  116  106   86  101   81 11.923134 0.154667 SUCCESS  14
000011111   97   95   83  104   97  105   99   96  3.947424 0.861836 SUCCESS  15
000100011  110   96  108   89   87  107   76   89 11.340761 0.183129 SUCCESS  16
000100101   94  100   91  108   82  101  105   85  6.781457 0.560385 SUCCESS  17
000100111   91   86  103  109   91   91   86   95  5.086226 0.748322 SUCCESS  18
000101001   98   96   78   69   99   95   85   92 11.681445 0.165993 SUCCESS  19
000101011   94   92   87   91   91   96   89  101  1.828556 0.985824 SUCCESS  20
000101101   78   88  103   95   97   97   98   85  5.542634 0.698312 SUCCESS  21
000101111   81   82  104   90  100   75   96   83 11.029775 0.200018 SUCCESS  22
000110011   95   97  100   79   83   92  101   77  8.468495 0.389093 SUCCESS  23
000110101   99   75   89   96  101   95   95  105  6.407659 0.601667 SUCCESS  24
000110111  110  106  123   85   99  113   93   92 17.739011 0.023271 SUCCESS  25
000111001  101  110  110   87  102   86   92  105  8.864822 0.353827 SUCCESS  26
000111011   70   88   83  100  110  102   94   89 12.443378 0.132491 SUCCESS  27
